number,beeldbank_link,image_link,type,research_and_notes,specific_location,longitude,latitude,number_of_people,children,adults,people_identified,source
66240,https://beeldbankwo2.nl/nl/beelden/detail/16dc435c-025a-11e7-904b-d89d6717b464/media/53b6a83f-aff1-bf55-84d1-f2e54b0e8b67?mode=detail&view=horizontal&q=66240&rows=1&page=2,https://images.memorix.nl/niod/thumb/mediabank-horizontal/53b6a83f-aff1-bf55-84d1-f2e54b0e8b67.jpg,,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
219780,https://beeldbankwo2.nl/nl/beelden/detail/9d1a7899-d846-53bf-5f23-50d8b5a761ba/media/fce07a7f-92f5-427b-113d-528e7974c568?mode=detail&view=horizontal&q=219780&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/fce07a7f-92f5-427b-113d-528e7974c568.jpg,,"Video recording of Mia Premseler's second birthday, May 1942. She survived the war in hiding with her brother but her parents did not. ","Borssenburgstraat 1I, Amsterdam",4.908828,52.348958,,,,,
216154,https://beeldbankwo2.nl/nl/beelden/detail/08c07353-ae9f-bfd4-27ef-acd052af1269/media/747814fb-14d7-3138-4cec-659305d9fcca?mode=detail&view=horizontal&q=216154&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/747814fb-14d7-3138-4cec-659305d9fcca.jpg,,"Louis Rood at camp Beugelen, a buffer for Westerbork (March 26, 1906 - September 1, 1943) He was murdered in Auschwitz.","Camp Beugelen, Staphorst",6.255,52.663889,,,,,
216156,https://beeldbankwo2.nl/nl/beelden/detail/f11c8321-e01b-1282-ff54-bcaaa71c1e20/media/aba2a52c-a01f-35ef-57e0-26b2cadefbcc?mode=detail&view=horizontal&q=216156&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/aba2a52c-a01f-35ef-57e0-26b2cadefbcc.jpg,,"Louis Rood at camp Beugelen, a buffer for Westerbork (March 26, 1906 - September 1, 1943) He was murdered in Auschwitz.","Camp Beugelen, Staphorst",6.255,52.663889,,,,,
96944,https://beeldbankwo2.nl/nl/beelden/detail/4e042c32-025a-11e7-904b-d89d6717b464/media/b2c146c6-8a8f-fac5-dcfb-218e35d54ea3?mode=detail&view=horizontal&q=96944&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b2c146c6-8a8f-fac5-dcfb-218e35d54ea3.jpg,,Marriage between Edie van Biene and Sonja Rood. Edie died in the war and Sonja survived Auschwitz.,Den Haag,4.293387,52.077753,,,,,
96945,https://beeldbankwo2.nl/nl/beelden/detail/4e04ad7e-025a-11e7-904b-d89d6717b464/media/aee3f212-1cab-8a33-e274-d8c81eb7aba2?mode=detail&view=horizontal&q=96945&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/aee3f212-1cab-8a33-e274-d8c81eb7aba2.jpg,,Marriage between Edie van Biene and Sonja Rood. Edie died in the war and Sonja survived Auschwitz.,Den Haag ,4.293387,52.077753,,,,,
96946,https://beeldbankwo2.nl/nl/beelden/detail/4e0533e8-025a-11e7-904b-d89d6717b464/media/e9663c21-c937-615e-9c3a-557fd6802c75?mode=detail&view=horizontal&q=96946&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e9663c21-c937-615e-9c3a-557fd6802c75.jpgg,,Marriage between Edie van Biene and Sonja Rood. Edie died in the war and Sonja survived Auschwitz.,Den Haag ,4.293387,52.077753,,,,,
207192,https://beeldbankwo2.nl/nl/beelden/detail/f470384a-025a-11e7-904b-d89d6717b464/media/5de104bf-be25-1805-a000-956d9fb84ca3?mode=detail&view=horizontal&q=207192&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5de104bf-be25-1805-a000-956d9fb84ca3.jpg,,Taken by Emmy Andriesse ,Amsterdam ,4.897070,52.377956,,,,,
207713,https://beeldbankwo2.nl/nl/beelden/detail/f55958b8-025a-11e7-904b-d89d6717b464/media/cb8d5c91-3c4f-a96a-c372-36e98e7afbdd?mode=detail&view=horizontal&q=207713&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cb8d5c91-3c4f-a96a-c372-36e98e7afbdd.jpg,,Man digs for coal at Weesperpoort.,"Weesperpoort, Amsterdam ",4.908511,52.360635,,,,,
207965,https://beeldbankwo2.nl/nl/beelden/detail/f5d58154-025a-11e7-904b-d89d6717b464/media/42158266-a8bf-3ad6-e3b1-8d2893b5e266?mode=detail&view=horizontal&q=207965&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/42158266-a8bf-3ad6-e3b1-8d2893b5e266.jpg,,Taken by Emmy Andriesse ,Amsterdam,4.897070,52.377956,,,,,
207966,https://beeldbankwo2.nl/nl/beelden/detail/f5d5f044-025a-11e7-904b-d89d6717b464/media/3b5f7346-f4a1-9c23-0b0a-5559ebd8da57?mode=detail&view=horizontal&q=207966&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3b5f7346-f4a1-9c23-0b0a-5559ebd8da57.jpg,,Taken by Emmy Andriesse ,Amsterdam,4.897070,52.377956,,,,,
207968,https://beeldbankwo2.nl/nl/beelden/detail/f5d6cdac-025a-11e7-904b-d89d6717b464/media/79061947-99b5-4304-3736-8c2c389deecd?mode=detail&view=horizontal&q=207968&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/79061947-99b5-4304-3736-8c2c389deecd.jpg,,Taken by Emmy Andriesse ,Amsterdam ,4.897070,52.377956,,,,,
207969,https://beeldbankwo2.nl/nl/beelden/detail/f5d72df6-025a-11e7-904b-d89d6717b464/media/ea7f5252-4b80-52bc-d6d6-cc27e9dfe5ac?mode=detail&view=horizontal&q=207969&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ea7f5252-4b80-52bc-d6d6-cc27e9dfe5ac.jpg,,Taken by Emmy Andriesse ,Amsterdam ,4.897070,52.377956,,,,,
220964,https://beeldbankwo2.nl/nl/beelden/detail/f316bac4-074d-ac4a-d20c-98be9c32a10a/media/0da7dd97-40b2-313a-befe-04c324a2a017?mode=detail&view=horizontal&q=220964&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0da7dd97-40b2-313a-befe-04c324a2a017.jpg,,Video recording of Deventer during and after the second world war.,Deventer,6.164297,52.251967,,,,,
96777,https://beeldbankwo2.nl/nl/beelden/detail/4dbadb22-025a-11e7-904b-d89d6717b464/media/7c3272a8-53d4-4d9b-d43f-e1c84aefa094?mode=detail&view=horizontal&q=96777&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7c3272a8-53d4-4d9b-d43f-e1c84aefa094.jpg,,"Deportation of Jews, 1943.",Amsterdam ,4.897070,52.377956,,,,,
114293,https://beeldbankwo2.nl/nl/beelden/detail/6ad78b1a-025a-11e7-904b-d89d6717b464/media/340c5172-f370-b052-265b-e368d0792bf7?mode=detail&view=horizontal&q=114293&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/340c5172-f370-b052-265b-e368d0792bf7.jpg,,"Max Wessel playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216178,https://beeldbankwo2.nl/nl/beelden/detail/4e84e3ca-d0e7-c13d-1262-ce662ef8d0d5/media/616bcaef-bc21-fcbe-53ab-bc2d600271d9?mode=detail&view=horizontal&q=216178&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/616bcaef-bc21-fcbe-53ab-bc2d600271d9.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216177,https://beeldbankwo2.nl/nl/beelden/detail/0a33633c-1d63-c88a-b090-05a65f72e276/media/6dd3da6c-0d31-1b14-586b-b5bd65de8004?mode=detail&view=horizontal&q=216177&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6dd3da6c-0d31-1b14-586b-b5bd65de8004.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216172,https://beeldbankwo2.nl/nl/beelden/detail/1166b113-1594-7488-a497-0ef6f57acc36/media/0fd92ddb-eb9c-f168-a6c9-6fa4afbbde80?mode=detail&view=horizontal&q=216172&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0fd92ddb-eb9c-f168-a6c9-6fa4afbbde80.jpg,,Forced labourers working on the beach. ,"Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216179,https://beeldbankwo2.nl/nl/beelden/detail/0ec8302f-e210-be68-db83-3c439dec3626/media/64403fb0-7591-3132-e93a-1c8142181b48?mode=detail&view=horizontal&q=216179&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/64403fb0-7591-3132-e93a-1c8142181b48.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216175,https://beeldbankwo2.nl/nl/beelden/detail/32c55cf7-097f-2505-abe0-193939b538c2/media/79416f6c-f0d1-5740-b030-106469b66d98?mode=detail&view=horizontal&q=216175&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/79416f6c-f0d1-5740-b030-106469b66d98.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
216176,https://beeldbankwo2.nl/nl/beelden/detail/d427951a-a329-c89a-56af-a8155ab2436e/media/22609c9e-7054-1528-6cf5-ab3223498774?mode=detail&view=horizontal&q=216176&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/22609c9e-7054-1528-6cf5-ab3223498774.jpg,,"Performers at café Krijger, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
114297,https://beeldbankwo2.nl/nl/beelden/detail/6ad94068-025a-11e7-904b-d89d6717b464/media/01778d86-6b3a-45c0-8e50-bcf5211fe025?mode=detail&view=horizontal&q=114297&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/01778d86-6b3a-45c0-8e50-bcf5211fe025.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
114286,https://beeldbankwo2.nl/nl/beelden/detail/6ad4c42a-025a-11e7-904b-d89d6717b464/media/006de851-0fb5-fb8d-0ace-17f1f62465d5?mode=detail&view=horizontal&q=114286&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/006de851-0fb5-fb8d-0ace-17f1f62465d5.jpg,,"Musicians playing at café Krijger, now a Chinese restaurant, 't Zand. Forced labourers at 't Zand were allowed to enter cafes. ","Camp 't Zand, 't Zand",4.733940,52.822295,,,,,
96796,https://beeldbankwo2.nl/nl/beelden/detail/4dc2f758-025a-11e7-904b-d89d6717b464/media/a73c476d-ba4d-06db-b36e-824e94f71f8a?mode=detail&view=horizontal&q=96796&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a73c476d-ba4d-06db-b36e-824e94f71f8a.jpg,,"Deportation of Jews, 20 June 1943 in Amsterdam.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
213458,https://beeldbankwo2.nl/nl/beelden/detail/ff1d8040-025a-11e7-904b-d89d6717b464/media/26823194-1390-a0df-dbe1-9f3c7658a326?mode=detail&view=horizontal&q=213458&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/26823194-1390-a0df-dbe1-9f3c7658a326.jpg,,"Deportation of Jews, Summer 1943 in Amsterdam.","Muiderpoort Station, Amsterdam ",4.932592854068970,52.36090994733000,,,,,
96750,https://beeldbankwo2.nl/nl/beelden/detail/4dae62ca-025a-11e7-904b-d89d6717b464/media/0cf72242-5451-bea8-c5fd-ac8f82daf32d?mode=detail&view=horizontal&q=96750&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0cf72242-5451-bea8-c5fd-ac8f82daf32d.jpg,,Deportation of Jews to Westerbork.,"Muiderpoort Station, Amsterdam ",4.932592854068970,52.36090994733000,,,,,
161108,https://beeldbankwo2.nl/nl/beelden/detail/b6a0c160-025a-11e7-904b-d89d6717b464/media/a6ae2ed1-e819-81ec-9625-b9e58665cb75?mode=detail&view=horizontal&q=161108&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a6ae2ed1-e819-81ec-9625-b9e58665cb75.jpg',,,"Camp Beugelen, Staphorst",6.255,52.663889,,,,,
97134,https://beeldbankwo2.nl/nl/beelden/detail/4e675a96-025a-11e7-904b-d89d6717b464/media/e0eb198d-2593-d2a1-8aa7-93d62e529f4a?mode=detail&view=horizontal&q=97134&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e0eb198d-2593-d2a1-8aa7-93d62e529f4a.jpg,,"RH Eitje and his secretary Mirjam Levie, Waterlooplein 119-121.
","The Post Room, Jewish Council, Amsterdam ",4.902835,52.367855,,,,,
96733,https://beeldbankwo2.nl/nl/beelden/detail/4da752a0-025a-11e7-904b-d89d6717b464/media/c815d79f-1338-f914-01ef-87c296adc9d8?mode=detail&view=horizontal&q=96733&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c815d79f-1338-f914-01ef-87c296adc9d8.jpg,,"Jews at the sports complex on Olympiaplein in Amsterdam awaiting deportation to Westerbork transit camp, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
96740,https://beeldbankwo2.nl/nl/beelden/detail/4daa10a8-025a-11e7-904b-d89d6717b464/media/918e23dc-4aff-460f-c3a4-9ebb720bedd2?mode=detail&view=horizontal&q=96740&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/918e23dc-4aff-460f-c3a4-9ebb720bedd2.jpg,,,"Victorieplein, Amsterdam ",4.903638,52.346167,,,,,
66106,https://beeldbankwo2.nl/nl/beelden/detail/16ac64e8-025a-11e7-904b-d89d6717b464/media/8bac17f6-657b-5211-2edc-15d51bafd626?mode=detail&view=horizontal&q=66106&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8bac17f6-657b-5211-2edc-15d51bafd626.jpg,,"Deportation of Jews, summer 1943. Panamakade, Eastern Docklands, in Amsterdam. The building is Loods III.","Panamakade, Amsterdam",4.943780,52.372915,,,,,
96769,https://beeldbankwo2.nl/nl/beelden/detail/4db75d80-025a-11e7-904b-d89d6717b464/media/c46c93b6-5d5d-418b-29a7-45022515d4b9?mode=detail&view=horizontal&q=96769&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c46c93b6-5d5d-418b-29a7-45022515d4b9.jpg,,"Amsterdam Jews in the Linnaeusstraat, on their way to the Polderweg, 25 May 1943.","Linnaeusstraat, Amsterdam",4.925391,52.360000,,,,,
96867,https://beeldbankwo2.nl/nl/beelden/detail/4de05b68-025a-11e7-904b-d89d6717b464/media/90e12f18-ab7d-738c-1bd5-bd503083056f?mode=detail&view=horizontal&q=96867&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/90e12f18-ab7d-738c-1bd5-bd503083056f.jpg,,"Jews at the sports complex on Olympiaplein in Amsterdam awaiting deportation to Westerbork transit camp, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
102110,https://beeldbankwo2.nl/nl/beelden/detail/5631450c-025a-11e7-904b-d89d6717b464/media/aa38801f-e4ce-89aa-23be-b318d72d7d21?mode=detail&view=horizontal&q=102110&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/aa38801f-e4ce-89aa-23be-b318d72d7d21.jpg,,Luggage of Jews that was sent to Westerbork. ,"The Baggage Department, The Jewish Council, Amsterdam",4.90240224926583,52.37077812239470,,,,,
96739,https://beeldbankwo2.nl/nl/beelden/detail/4da9b2ac-025a-11e7-904b-d89d6717b464/media/49bb3886-e49d-6815-cb05-988d40d09e9c?mode=detail&view=horizontal&q=96739&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/49bb3886-e49d-6815-cb05-988d40d09e9c.jpg,,"Jews at the sports complex on Olympiaplein in Amsterdam awaiting deportation to Westerbork transit camp, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
161370,https://beeldbankwo2.nl/nl/beelden/detail/b70c2220-025a-11e7-904b-d89d6717b464/media/3e8f511e-e098-e3d4-264c-a94fb85c6e16?mode=detail&view=horizontal&q=161370&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3e8f511e-e098-e3d4-264c-a94fb85c6e16.jpg',,Blessing of the marriage of Abraham (Jim) de Zwarte and Rosa Wertheim,"City Hall, Amsterdam",4.912409583,52.36682439,,,,,
96752,https://beeldbankwo2.nl/nl/beelden/detail/4daf5a40-025a-11e7-904b-d89d6717b464/media/ce48a95f-76fa-67f9-54d0-0d630dd23050?mode=detail&view=horizontal&q=96752&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ce48a95f-76fa-67f9-54d0-0d630dd23050.jpg,,"Jews at the sports complex on Olympiaplein in Amsterdam awaiting deportation to Westerbork transit camp, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
96869,https://beeldbankwo2.nl/nl/beelden/detail/4de1257a-025a-11e7-904b-d89d6717b464/media/8130f84d-acb8-b50f-4103-e2c6b7ffa816?mode=detail&view=horizontal&q=96869&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8130f84d-acb8-b50f-4103-e2c6b7ffa816.jpg,,"Jews awaiting deportation to camp Westerbork, summer 1943.", Amsterdam ,4.897070,52.377956,,,,,
97101,https://beeldbankwo2.nl/nl/beelden/detail/4e558c6c-025a-11e7-904b-d89d6717b464/media/b0b63770-40e3-9a2e-2904-63c6f652f5ef?mode=detail&view=horizontal&q=97101&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b0b63770-40e3-9a2e-2904-63c6f652f5ef.jpg,,"Prof. dr. D. Cohen (Chairman of the Jewish Council) on Olympiaplein during the roundups of Jews on June 20, 1943.  
","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
96741,https://beeldbankwo2.nl/nl/beelden/detail/4daa7732-025a-11e7-904b-d89d6717b464/media/52ff4b65-ac8d-9373-88b0-10e4d49331c9?mode=detail&view=horizontal&q=96741&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/52ff4b65-ac8d-9373-88b0-10e4d49331c9.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
161371,https://beeldbankwo2.nl/nl/beelden/detail/b70c86b6-025a-11e7-904b-d89d6717b464/media/4ab959e4-9228-4196-0402-6c379ed07ed5?mode=detail&view=horizontal&q=161371&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4ab959e4-9228-4196-0402-6c379ed07ed5.jpg',portrait,"Rosa Wertheim and Jim de Swarte, but see remarks for this couple, made by Colson, J. so should be city hall Amsterdam","City Hall, Amsterdam",4.912409583,52.36682439,,,,,
96756,https://beeldbankwo2.nl/nl/beelden/detail/4db144a4-025a-11e7-904b-d89d6717b464/media/a478d38e-dcd8-ceb1-9af0-c11a734e4383?mode=detail&view=horizontal&q=96756&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a478d38e-dcd8-ceb1-9af0-c11a734e4383.jpg,,"Deportation of Jews, summer 1943. Panamakade, Eastern Docklands, in Amsterdam. The building is Loods III. On the far right is a guard of the Sybren Tulp Company of the Amsterdam Police Battalion (PBA). He is a member of the Germanic SS (emblem visible on the tunic, just above the sleeve band).","Panamakade, Amsterdam",4.943780,52.372915,,,,,
96773,https://beeldbankwo2.nl/nl/beelden/detail/4db92fc0-025a-11e7-904b-d89d6717b464/media/943b4191-dfa2-dcd8-7a65-cdc726178293?mode=detail&view=horizontal&q=96773&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/943b4191-dfa2-dcd8-7a65-cdc726178293.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96784,https://beeldbankwo2.nl/nl/beelden/detail/4dbde1dc-025a-11e7-904b-d89d6717b464/media/20888302-d53d-bbe4-3150-6b654e2df97f?mode=detail&view=horizontal&q=96784&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/20888302-d53d-bbe4-3150-6b654e2df97f.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
161252,https://beeldbankwo2.nl/nl/beelden/detail/b6da71da-025a-11e7-904b-d89d6717b464/media/3475f548-7933-a8ca-a273-4cb2f0c2e2a6?mode=detail&view=horizontal&q=161252&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3475f548-7933-a8ca-a273-4cb2f0c2e2a6.jpg,,"Pupils and teachers of the Jewish Lyceum in 's-Hertogenbosch, July 1942","The Jewish School, s-Hertogenbosch ",5.310248128903480,51.686768557423800,,,,,
97017,https://beeldbankwo2.nl/nl/beelden/detail/4e28b11a-025a-11e7-904b-d89d6717b464/media/e32c238f-ed09-e728-55c6-5ae55d3bfa10?mode=detail&view=horizontal&q=97017&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e32c238f-ed09-e728-55c6-5ae55d3bfa10.jpg,,"Market on the Waterlooplein: 'Only access for Jews'. In the background Moses and Aaron Church. 
","Waterlooplein, Amsterdam ",4.902835,52.367855,,,,,
97099,https://beeldbankwo2.nl/nl/beelden/detail/4e5449a6-025a-11e7-904b-d89d6717b464/media/fcd9e3e6-61c6-66ea-32c9-e01dbceed837?mode=detail&view=horizontal&q=97099&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/fcd9e3e6-61c6-66ea-32c9-e01dbceed837.jpg,,"The provincial representatives of the Jewish Council. In October 1941, the Jewish Council for Amsterdam was given national powers. Nieuwe Keizersgracht 58.","The Jewish Council Main Office, Amsterdam",4.904817813683740,52.36478119078490,,,,,
96702,https://beeldbankwo2.nl/nl/beelden/detail/4d9a5d66-025a-11e7-904b-d89d6717b464/media/724fdb7a-f7c0-e0ee-772a-eb4b5aa33992?mode=detail&view=horizontal&q=96702&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/724fdb7a-f7c0-e0ee-772a-eb4b5aa33992.jpg',,A Jewish man who went into hiding after liberation.,Amsterdam,4.897072,52.377958,,,,,
161518,https://beeldbankwo2.nl/nl/beelden/detail/b747f1d8-025a-11e7-904b-d89d6717b464/media/1fd11fab-6dfc-bb63-9494-6bf4f70f598f?mode=detail&view=horizontal&q=161518&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/1fd11fab-6dfc-bb63-9494-6bf4f70f598f.jpg,,"Wedding photo with the German Jews Gerd Sperber and Anna Sperber-Chlebowski (1920-1945), who stayed in the working village of Wieringermeer; photo probably taken in Alkmaar, 24 July 1942.",Alkmaar ,4.745249,52.64331,,,,,
99144,https://beeldbankwo2.nl/nl/beelden/detail/51abcd2c-025a-11e7-904b-d89d6717b464/media/c02a70b4-e371-7521-63eb-7d4e2bdc3efc?mode=detail&view=horizontal&q=99144&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c02a70b4-e371-7521-63eb-7d4e2bdc3efc.jpg,,Deportation to Westerbork.,"Muiderpoort Station, Amsterdam ",4.932592854068970,52.36090994733000,,,,,
96766,https://beeldbankwo2.nl/nl/beelden/detail/4db61db2-025a-11e7-904b-d89d6717b464/media/6d0ce011-22ec-c638-f554-a7513da64946?mode=detail&view=horizontal&q=96766&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6d0ce011-22ec-c638-f554-a7513da64946.jpg,,"Jews at the sports complex on Olympiaplein in Amsterdam awaiting deportation to Westerbork transit camp, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
96734,https://beeldbankwo2.nl/nl/beelden/detail/4da7bec0-025a-11e7-904b-d89d6717b464/media/bfb1ac31-9e16-1aec-8104-816bdde9a971?mode=detail&view=horizontal&q=96734&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/bfb1ac31-9e16-1aec-8104-816bdde9a971.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96762,https://beeldbankwo2.nl/nl/beelden/detail/4db414d6-025a-11e7-904b-d89d6717b464/media/bdb60cc2-ab6d-66f8-f395-c0e8f8c66158?mode=detail&view=horizontal&q=96762&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/bdb60cc2-ab6d-66f8-f395-c0e8f8c66158.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96727,https://beeldbankwo2.nl/nl/beelden/detail/4da4e22c-025a-11e7-904b-d89d6717b464/media/d642f96f-0885-376e-7b49-3025d9f4ded4?mode=detail&view=horizontal&q=96727&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d642f96f-0885-376e-7b49-3025d9f4ded4.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96772,https://beeldbankwo2.nl/nl/beelden/detail/4db8c4d6-025a-11e7-904b-d89d6717b464/media/8852a136-0382-a9cc-e24a-0b796dd5114b?mode=detail&view=horizontal&q=96772&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8852a136-0382-a9cc-e24a-0b796dd5114b.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96775,https://beeldbankwo2.nl/nl/beelden/detail/4dba06e8-025a-11e7-904b-d89d6717b464/media/b773d1a1-336b-aab1-29bf-4c6be4aa73b9?mode=detail&view=horizontal&q=96775&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b773d1a1-336b-aab1-29bf-4c6be4aa73b9.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96779,https://beeldbankwo2.nl/nl/beelden/detail/4dbbb86c-025a-11e7-904b-d89d6717b464/media/7de5e2c3-8fb3-846c-9436-31baa9448ead?mode=detail&view=horizontal&q=96779&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7de5e2c3-8fb3-846c-9436-31baa9448ead.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96780,https://beeldbankwo2.nl/nl/beelden/detail/4dbc34b8-025a-11e7-904b-d89d6717b464/media/d60b0462-00c2-22fa-c163-720a438a21ff?mode=detail&view=horizontal&q=96780&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d60b0462-00c2-22fa-c163-720a438a21ff.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
